"icao","iata","name","city","subd","country","elevation","lat","lon","tz","lid"
"FAWB","PRY","Wonderboom Airport","Pretoria","Gauteng","ZA","4095","-25.6539","28.2242","Africa/Johannesburg",""
"FAWK","WKF","Waterkloof Air Force Base","Pretoria","Gauteng","ZA","4940","-25.83","28.2225","Africa/Johannesburg",""
"FAWM","WEL","Welkom Airport","Welkom","Orange-Free-State","ZA","4399","-27.998","26.6696","Africa/Johannesburg",""
"FBFT","FRW","Francistown Airport","Francistown","North East","BW","3283","-21.1596","27.4745","Africa/Gaborone",""
"FBGZ","GNZ","Ghanzi Airport","Ghanzi","Ghanzi","BW","3730","-21.6925","21.6581","Africa/Gaborone",""
"FBJW","JWA","Jwaneng Airport","","Ngwaketsi","BW","3900","-24.6023","24.691","Africa/Gaborone",""
"FBKE","BBK","Kasane Airport","Kasane","North West","BW","3289","-17.8329","25.1624","Africa/Gaborone",""
"FBKR","KHW","Khwai River Lodge Airport","Khwai River Lodge","North West","BW","3000","-19.15","23.783","Africa/Gaborone",""
"FBMN","MUB","Maun Airport","Maun","North West","BW","3093","-19.9726","23.4311","Africa/Gaborone",""
"FBOR","ORP","Orapa Airport","","Central","BW","3100","-21.2667","25.3167","Africa/Gaborone",""
"FBSK","GBE","Sir Seretse Khama International Airport","Gaborone","South East","BW","3299","-24.5552","25.9182","Africa/Gaborone",""
"FBSN","SXN","Sua Pan Airport","","Central","BW","2985","-20.5534","26.1158","Africa/Gaborone",""
"FBSP","PKW","Selebi Phikwe Airport","","","BW","2925","-22.0583","27.8288","Africa/Gaborone",""
"FBSV","SVT","Savuti Airport","Savuti","North West","BW","3150","-18.5206","24.0767","Africa/Gaborone",""
"FBSW","SWX","Shakawe Airport","Shakawe","North West","BW","3379","-18.3739","21.8326","Africa/Gaborone",""
"FBTL","TLD","Limpopo Valley Airport","Tuli Lodge","Central","BW","1772","-22.1892","29.1269","Africa/Gaborone",""
"FBTS","TBY","Tshabong Airport","Tshabong","Kgalagadi","BW","3179","-26.0333","22.4","Africa/Gaborone",""
"FCBB","BZV","Maya-Maya Airport","Brazzaville","Brazzaville","CG","1048","-4.2517","15.253","Africa/Brazzaville",""
"FCBD","DJM","Djambala Airport","Djambala","Plateaux","CG","2595","-2.533","14.75","Africa/Brazzaville",""
"FCBK","KNJ","Kindamba Airport","Kindamba","Pool","CG","1460","-3.95","14.517","Africa/Brazzaville",""
"FCBL","LCO","Lague Airport","Lague","Plateaux","CG","2756","-2.45","14.533","Africa/Brazzaville",""
"FCBM","MUY","Mouyondzi Airport","Mouyondzi","Bouenza","CG","1670","-4.01487","13.96611","Africa/Brazzaville",""
"FCBS","SIB","Sibiti Airport","Sibiti","Lekoumou","CG","1883","-3.683","13.35","Africa/Brazzaville",""
"FCBY","NKY","Yokangassi Airport","Nkayi","Bouenza","CG","541","-4.217","13.283","Africa/Brazzaville",""
"FCBZ","ANJ","Zanaga Airport","Zanaga","Lekoumou","CG","1870","-2.85","13.817","Africa/Brazzaville",""
"FCMM","MSX","Mossendjo Airport","Mossendjo","Niari","CG","1519","-2.95","12.7","Africa/Brazzaville",""
"FCOB","BOE","Boundji Airport","Boundji","Cuvette","CG","1247","-1.033","15.383","Africa/Brazzaville",""
"FCOE","EWO","Ewo Airport","Ewo","Cuvette-Ouest","CG","1503","-0.883","14.8","Africa/Brazzaville",""
"FCOG","GMM","Gamboma Airport","Gamboma","Plateaux","CG","1509","-1.8294","15.88524","Africa/Brazzaville",""
"FCOI","ION","Impfondo Airport","Impfondo","Likouala","CG","1099","1.617","18.067","Africa/Brazzaville",""
"FCOK","KEE","Kelle Airport","Kelle","Cuvette-Ouest","CG","1526","-0.083","14.533","Africa/Brazzaville",""
"FCOM","MKJ","Makoua Airport","Makoua","Cuvette","CG","1293","-0.017","15.583","Africa/Brazzaville",""
"FCOO","FTX","Owando Airport","Owando","Cuvette","CG","1214","-0.53135","15.9501","Africa/Brazzaville",""
"FCOS","SOE","Souanke Airport","Souanke","Sangha","CG","1722","2.067","14.133","Africa/Brazzaville",""
"FCOT","BTB","Betou Airport","Betou","Likouala","CG","1168","3.05","18.5","Africa/Brazzaville",""
"FCOU","OUE","Ouesso Airport","","Sangha","CG","1158","1.61599","16.0379","Africa/Brazzaville",""
"FCPA","KMK","Makabana Airport","Makabana","Niari","CG","495","-3.483","12.617","Africa/Brazzaville",""
"FCPD","DIS","Ngot Nzoungou Airport","Dolisie","Niari","CG","1079","-4.20635","12.6599","Africa/Brazzaville",""
"FCPP","PNR","Pointe Noire Airport","Pointe Noire","Kouilou","CG","55","-4.81603","11.8866","Africa/Brazzaville",""
"FDMS","MTS","Matsapha Airport","Manzini","Manzini","SZ","2075","-26.529","31.3075","Africa/Mbabane",""
"FDSK","SHO","King Mswati III Intl","Manzini","Lubombo","SZ","1092","-26.35694","31.71722","Africa/Mbabane",""
"FEFC","CRF","Carnot Airport","Carnot","Mambere-Kadei","CF","1985","4.937","15.894","Africa/Bangui",""
"FEFF","BGF","Bangui M'Poko International Airport","Bangui","Ombella-M'Poko","CF","1208","4.39848","18.5188","Africa/Bangui",""
"FEFG","BGU","Bangassou Airport","Bangassou","","CF","1706","4.785","22.781","Africa/Bangui",""
"FEFI","IRO","Birao Airport","Birao","Vakaga","CF","1696","10.2364","22.7169","Africa/Bangui",""
"FEFM","BBY","Bambari Airport","Bambari","Ouaka","CF","1549","5.84694","20.6475","Africa/Bangui",""
"FEFN","NDL","N'Dele Airport","N'Dele","Bamingui-Bangoran","CF","1631","8.42721","20.63516","Africa/Bangui",""
"FEFO","BOP","Bouar Airport","Bouar","Nana-Mambere","CF","3360","5.958","15.637","Africa/Bangui",""
"FEFR","BIV","Bria Airport","Bria","Haute-Kotto","CF","1975","6.52778","21.9894","Africa/Bangui",""
"FEFS","BSN","Bossangoa Airport","Bossangoa","Ouham","CF","1637","6.492","17.429","Africa/Bangui",""
"FEFT","BBT","Berberati Airport","Berberati","Mambere-Kadei","CF","1929","4.22158","15.7864","Africa/Bangui",""
"FEFW","ODA","Ouadda Airport","Ouadda","Haute-Kotto","CF","2461","8.01056","22.3986","Africa/Bangui",""
"FEFY","AIG","Yalinga Airport","Yalinga","Haute-Kotto","CF","1975","6.52","23.26","Africa/Bangui",""
"FEFZ","IMO","Zemio Airport","Zemio","Haut-Mbomou","CF","1995","5.05","25.15","Africa/Bangui",""
"FEGE","MKI","M'Boki Airport","Mboki","Haut-Mbomou","CF","1969","5.33301","25.9319","Africa/Bangui",""
"FEGF","BTG","Batangafo Airport","Batangafo","Ouham","CF","1378","7.31411","18.3088","Africa/Bangui",""
"FEGL","GDI","Gordil Airport","Melle","Vakaga","CF","1427","9.583","21.733","Africa/Bangui",""
"FEGM","BMF","Bakouma Airport","Bakouma","Mbomou","CF","1640","5.694","22.801","Africa/Bangui",""
"FEGO","ODJ","Ouanda Djalle Airport","Ouanda Djalle","Vakaga","CF","1985","8.9","22.783","Africa/Bangui",""
"FEGR","RFA","Rafai Airport","Rafai","Mbomou","CF","1759","4.98861","23.9278","Africa/Bangui",""
"FEGU","BCF","Bouca Airport","Bouca","Ouham","CF","1532","6.517","18.267","Africa/Bangui",""
"FEGZ","BOZ","Bozoum Airport","Bozoum","Ouham-Pende","CF","2215","6.34417","16.3219","Africa/Bangui",""
"FGBT","BSG","Bata Airport","","Litoral","GQ","13","1.90547","9.80568","Africa/Malabo",""
"FGSL","SSG","Malabo Airport","Malabo","","GQ","76","3.75527","8.70872","Africa/Malabo",""
"FHAW","ASI","RAF Ascension Island","Ascension Island","Ascension","SH","278","-7.9696","-14.3937","Atlantic/St_Helena",""
"FIMA","AHG","Agalega Island Airstrip","Vingt Cinq","Agalega-Islands","MU","4","-10.3731","56.6098","Indian/Mauritius",""
"FIMP","MRU","Sir Seewoosagur Ramgoolam International Airport","Port Louis","Grand Port","MU","186","-20.4302","57.6836","Indian/Mauritius",""
"FIMR","RRG","Sir Charles Gaetan Duval Airport","Port Mathurin","Rodrigues","MU","95","-19.7577","63.361","Indian/Mauritius",""
"FKAN","NKS","Nkongsamba Airport","Nkongsamba","Littoral","CM","2641","4.95","9.933","Africa/Douala",""
"FKKB","KBI","Kribi Airport","Kribi","South","CM","148","2.87389","9.97778","Africa/Douala",""
"FKKC","TKC","Tiko Airport","Tiko","South West","CM","151","4.08919","9.36053","Africa/Douala",""
"FKKD","DLA","Douala International Airport","Douala","Littoral","CM","33","4.00608","9.71948","Africa/Douala",""
"FKKF","MMF","Mamfe Airport","Mamfe","South West","CM","413","5.70417","9.30639","Africa/Douala",""
"FKKG","BLC","Bali Airport","Bali","North West","CM","4465","5.89528","10.03389","Africa/Douala",""
"FKKH","KLE","Kaele Airport","Kaele","Far-North","CM","1276","10.0925","14.4456","Africa/Douala",""
"FKKI","OUR","Batouri Airport","Batouri","East","CM","2152","4.475","14.3625","Africa/Douala",""
"FKKJ","GXX","Yagoua Airport","Yagoua","Far-North","CM","0","10.3561","15.2372","Africa/Douala",""
"FKKL","MVR","Salak Airport","Maroua","Far-North","CM","1390","10.4514","14.2574","Africa/Douala",""
"FKKM","FOM","Foumban Nkounja Airport","Foumban","West","CM","3963","5.63692","10.7508","Africa/Douala",""
"FKKN","NGE","N'Gaoundere Airport","N'Gaoundere","Adamaoua","CM","3655","7.35701","13.5592","Africa/Douala",""
"FKKO","BTA","Bertoua Airport","Bertoua","East","CM","2133","4.54861","13.7261","Africa/Douala",""
"FKKR","GOU","Garoua International Airport","Garoua","North","CM","794","9.33589","13.3701","Africa/Douala",""
"FKKS","DSC","Dschang Airport","Dschang","West","CM","4593","5.45","10.067","Africa/Douala",""
"FKKU","BFX","Bafoussam Airport","Bafoussam","West","CM","4347","5.53692","10.3546","Africa/Douala",""
"FKKV","BPC","Bamenda Airport","Bamenda","North West","CM","4065","6.03924","10.1226","Africa/Douala",""
"FKKW","EBW","Ebolowa Airport","Ebolowa","South","CM","1975","2.876","11.185","Africa/Douala",""
"FKKY","YAO","Yaounde Airport","Yaounde","Centre","CM","2464","3.83604","11.5235","Africa/Douala",""
"FKYS","NSI","Yaounde Nsimalen International Airport","Yaounde","Centre","CM","2278","3.72256","11.5533","Africa/Douala",""
"FLBA","MMQ","Mbala Airport","Mbala","Northern","ZM","5454","-8.85917","31.3364","Africa/Lusaka",""
"FLCP","CIP","Chipata Airport","Chipata","Eastern","ZM","3360","-13.5583","32.5872","Africa/Lusaka",""
"FLJK","JEK","Jeki Airstrip","Lower Zambezi National Park","Muchinga","ZM","4462","-15.63333","29.60333","Africa/Lusaka",""
"FLKE","CGJ","Kasompe Airport","Kasompe","Copperbelt","ZM","4636","-12.5728","27.8939","Africa/Lusaka",""
"FLKK","LUN","Kenneth Kaunda International Airport","Lusaka","Lusaka","ZM","3779","-15.3308","28.4526","Africa/Lusaka",""
"FLKL","KLB","Kalabo Airport","Kalabo","Western","ZM","3450","-14.9983","22.6454","Africa/Lusaka",""
"FLKO","KMZ","Kaoma Airport","Kaoma","Western","ZM","3670","-14.8","24.783","Africa/Lusaka",""
"FLKS","KAA","Kasama Airport","Kasama","Northern","ZM","4541","-10.2167","31.1333","Africa/Lusaka",""
"FLKY","ZKB","Kasaba Bay Airport","Kasaba Bay","Northern","ZM","2780","-8.525","30.663","Africa/Lusaka",""
"FLLI","LVI","Livingstone Airport","Livingstone","Southern","ZM","3302","-17.8218","25.8227","Africa/Lusaka",""
"FLLK","LXU","Lukulu Airport","Lukulu","Western","ZM","3480","-14.3748","23.2495","Africa/Lusaka",""
"FLMA","MNS","Mansa Airport","Mansa","Luapula","ZM","4101","-11.137","28.8726","Africa/Lusaka",""
"FLMF","MFU","Mfuwe Airport","Mfuwe","Eastern","ZM","1853","-13.2589","31.9366","Africa/Lusaka",""
"FLMG","MNR","Mongu Airport","Mongu","Western","ZM","3488","-15.2545","23.1623","Africa/Lusaka",""
"FLNA","ZGM","Ngoma Airport","Ngoma","Southern","ZM","3400","-15.9658","25.9333","Africa/Lusaka",""
"FLSK","NLA","Simon Mwansa Kapwepwe International Airport","Ndola","Copperbelt","ZM","4288","-12.961667","28.516666","Africa/Lusaka",""
"FLSN","SXG","Senanga Airport","Senanga","Western","ZM","3370","-16.1","23.267","Africa/Lusaka",""
"FLSO","KIW","Southdowns Airport","Kitwe","Copperbelt","ZM","4145","-12.9005","28.1499","Africa/Lusaka",""
"FLSS","SJQ","Sesheke Airport","Sesheke","Western","ZM","3100","-17.4763","24.3047","Africa/Lusaka",""
"FLSW","SLI","Solwesi Airport","Solwesi","North Western","ZM","4551","-12.1737","26.3651","Africa/Lusaka",""
"FLZB","BBZ","Zambezi Airport","Zambezi","North Western","ZM","3538","-13.5361","23.1085","Africa/Lusaka",""
"FMCH","HAH","Prince Said Ibrahim International Airport","Moroni","Grande Comore","KM","93","-11.5337","43.2719","Indian/Comoro",""
"FMCI","NWA","Moheli Bandar Es Eslam Airport","","Moheli","KM","46","-12.2981","43.7664","Indian/Comoro",""
"FMCN","YVA","Iconi Airport","Moroni","Grande Comore","KM","33","-11.7108","43.2439","Indian/Comoro",""
"FMCV","AJN","Ouani Airport","Ouani","Anjouan","KM","62","-12.1317","44.4303","Indian/Comoro",""
"FMCZ","DZA","Dzaoudzi Pamandzi International Airport","Dzaoudzi","Pamandzi","YT","23","-12.8047","45.2811","Indian/Mayotte",""
"FMEE","RUN","Roland Garros Airport","St Denis","Reunion","RE","66","-20.8871","55.5103","Indian/Reunion",""
"FMEP","ZSE","Pierrefonds Airport","St Pierre","Reunion","RE","59","-21.3209","55.425","Indian/Reunion",""
"FMFE","OHB","Moramanga Aerodrome","Moramanga","","MG","2960","-18.9175","48.21819","Indian/Antananarivo",""
"FMMC","WML","Malaimbandy Airport","Malaimbandy","","MG","597","-20.35539","45.54337","Indian/Antananarivo",""
"FMME","ATJ","Antsirabe Airport","Antsirabe","","MG","4997","-19.83922","47.06371","Indian/Antananarivo",""
"FMMG","WAQ","Antsalova Airport","Antsalova","","MG","551","-18.70127","44.61492","Indian/Antananarivo",""
"FMMH","VVB","Mahanoro Airport","Mahanoro","","MG","16","-19.833","48.8","Indian/Antananarivo",""
"FMMI","TNR","Ivato Airport","Antananarivo","","MG","4198","-18.7969","47.4788","Indian/Antananarivo",""
"FMMK","JVA","Ankavandra Airport","Ankavandra","","MG","427","-18.80501","45.27347","Indian/Antananarivo",""
"FMML","BMD","Belo sur Tsiribihina Airport","Belo sur Tsiribihina","Menabe","MG","154","-19.6867","44.5419","Indian/Antananarivo",""
"FMMN","ZVA","Miandrivazo Airport","","","MG","203","-19.5628","45.4508","Indian/Antananarivo",""
"FMMO","MXT","Maintirano Airport","Maintirano","Melaky","MG","95","-18.05","44.033","Indian/Antananarivo",""
"FMMQ","ILK","Atsinanana Airport","Ilaka","","MG","33","-19.583","48.803","Indian/Antananarivo",""
"FMMR","TVA","Morafenobe Airport","Morafenobe","","MG","748","-17.85008","44.92047","Indian/Antananarivo",""
"FMMS","SMS","Sainte Marie Airport","","","MG","7","-17.0939","49.8158","Indian/Antananarivo",""
"FMMT","TMM","Toamasina Airport","","Atsinanana","MG","22","-18.1095","49.3925","Indian/Antananarivo",""
"FMMU","WTA","Tambohorano Airport","Tambohorano","","MG","23","-17.4761","43.9728","Indian/Antananarivo",""
"FMMV","MOQ","Morondava Airport","","Menabe","MG","30","-20.2847","44.3176","Indian/Antananarivo",""
"FMMX","WTS","Tsiroanomandidy Airport","Tsiroanomandidy","","MG","2776","-18.75968","46.05407","Indian/Antananarivo",""
"FMMY","VAT","Vatomandry Airport","Vatomandry","","MG","39","-19.38333","48.95","Indian/Antananarivo",""
"FMMZ","WAM","Ambatondrazaka Airport","Ambatondrazaka","","MG","2513","-17.79538","48.44258","Indian/Antananarivo",""
"FMNA","DIE","Arrachart Airport","","Diana","MG","374","-12.3494","49.2917","Indian/Antananarivo",""
"FMNC","WMR","Mananara Nord Airport","Mananara Nord","Analanjirofo","MG","9","-16.1639","49.7738","Indian/Antananarivo",""
"FMND","ZWA","Andapa Airport","","","MG","1552","-14.6517","49.6206","Indian/Antananarivo",""
"FMNE","AMB","Ambilobe Airport","","","MG","72","-13.1884","48.988","Indian/Antananarivo",""
"FMNF","WBD","Avaratra Airport","Befandriana","","MG","820","-15.2","48.483","Indian/Antananarivo",""
"FMNG","WPB","Port Berge Airport","Port Berge","","MG","213","-15.58429","47.62359","Indian/Antananarivo",""
"FMNH","ANM","Antsirabato Airport","","Sava","MG","20","-14.9994","50.3202","Indian/Antananarivo",""
"FMNJ","IVA","Ambanja Airport","Ambanja","","MG","36","-13.64571","48.45943","Indian/Antananarivo",""
"FMNL","HVA","Analalava Airport","","","MG","345","-14.6297","47.7638","Indian/Antananarivo",""
"FMNM","MJN","Amborovy Airport","","","MG","87","-15.66684","46.35123","Indian/Antananarivo",""
"FMNN","NOS","Fascene Airport","Nosy Be","Diana","MG","36","-13.3121","48.3148","Indian/Antananarivo",""
"FMNO","DWB","Soalala Airport","Soalala","","MG","141","-16.10169","45.35884","Indian/Antananarivo",""
"FMNP","WMP","Mampikony Airport","Mampikony","","MG","0","-16.07227","47.64416","Indian/Antananarivo",""
"FMNQ","BPY","Besalampy Airport","","Melaky","MG","125","-16.74453","44.48248","Indian/Antananarivo",""
"FMNR","WMN","Maroantsetra Airport","","","MG","13","-15.4367","49.6883","Indian/Antananarivo",""
"FMNS","SVB","Sambava Airport","","","MG","20","-14.2786","50.1747","Indian/Antananarivo",""
"FMNT","TTS","Tsaratanana Airport","Tsaratanana","","MG","1073","-16.75106","47.61902","Indian/Antananarivo",""
"FMNV","VOH","Vohimarina Airport","","","MG","19","-13.3758","50.0028","Indian/Antananarivo",""
"FMNW","WAI","Ambalabe Airport","Antsohihy","","MG","92","-14.8988","47.9939","Indian/Antananarivo",""
"FMNX","WMA","Mandritsara Airport","Mandritsara","","MG","1007","-15.83305","48.83328","Indian/Antananarivo",""
"FMSB","WBO","Antsoa Airport","Beroroha","","MG","820","-21.60698","45.13602","Indian/Antananarivo",""
"FMSC","WMD","Mandabe Airport","Mandabe","","MG","951","-21.0463","44.94041","Indian/Antananarivo",""
"FMSD","FTU","Tolanaro Airport","Tolanaro","","MG","29","-25.0381","46.9561","Indian/Antananarivo",""
"FMSF","WFI","Fianarantsoa Airport","","","MG","3658","-21.4416","47.1117","Indian/Antananarivo",""
"FMSG","RVA","Farafangana Airport","","","MG","26","-22.8053","47.8206","Indian/Antananarivo",""
"FMSI","IHO","Ihosy Airport","Ihosy","Ihorombe","MG","2500","-22.40472","46.16494","Indian/Antananarivo",""
"FMSJ","MJA","Manja Airport","Manja","","MG","787","-21.42611","44.31651","Indian/Antananarivo",""
"FMSK","WVK","Manakara Airport","","","MG","33","-22.1197","48.0217","Indian/Antananarivo",""
"FMSL","OVA","Bekily Airport","Bekily","","MG","1270","-24.23569","45.30453","Indian/Antananarivo",""
"FMSM","MNJ","Mananjary Airport","","","MG","20","-21.2018","48.3583","Indian/Antananarivo",""
"FMSN","TDV","Samangoky Airport","Tanandava","","MG","89","-21.7","43.733","Indian/Antananarivo",""
"FMSR","MXM","Morombe Airport","","Atsimo-Andrefana","MG","16","-21.7539","43.3755","Indian/Antananarivo",""
"FMST","TLE","Toliara Airport","","","MG","29","-23.3834","43.7285","Indian/Antananarivo",""
"FMSU","VND","Vangaindrano Airport","Vangaindrano","Atsimo-Atsinanana","MG","45","-23.35077","47.5817","Indian/Antananarivo",""
"FMSV","BKU","Betioky Airport","Betioky","Atsimo-Andrefana","MG","919","-23.733","44.389","Indian/Antananarivo",""
"FMSY","AMP","Ampanihy Airport","Ampanihy","Atsimo-Andrefana","MG","771","-24.6997","44.7342","Indian/Antananarivo",""
"FMSZ","WAK","Ankazoabo Airport","Ankazoabo","","MG","1411","-22.29644","44.53154","Indian/Antananarivo",""
"FNAM","AZZ","Ambriz Airport","Ambriz","Bengo","AO","144","-7.86222","13.1161","Africa/Luanda",""
"FNBC","SSY","Mbanza Congo Airport","Mbanza Congo","Zaire","AO","1860","-6.2699","14.247","Africa/Luanda",""
"FNBG","BUG","Benguela Airport","Benguela","Benguela","AO","118","-12.609","13.4037","Africa/Luanda",""
"FNBJ","NBJ","Dr. Antonio Agostinho Neto International Airport","Luanda","Luanda","AO","522","-9.046778","13.507194","Africa/Luanda",""
"FNCA","CAB","Cabinda Airport","Cabinda","Cabinda","AO","66","-5.59699","12.1884","Africa/Luanda",""
"FNCF","CFF","Cafunfo Airport","Cafunfo","Luanda-Norte","AO","0","-8.78361","17.9897","Africa/Luanda",""
"FNCH","PGI","Chitato Airport","Chitato","Luanda-Norte","AO","2500","-7.35889","20.8047","Africa/Luanda",""
"FNCT","CBT","Catumbela Airport","Catumbela","Benguela","AO","0","-12.4792","13.4869","Africa/Luanda",""
"FNCV","CTI","Cuito Cuanavale Airport","Cuito Cuanavale","Cuando-Cobango","AO","0","-15.1603","19.1561","Africa/Luanda",""
